"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10768627, SEN S/N: 10768627)","Temp, °C (LGR S/N: 10768627, SEN S/N: 10768627)","Coupler Attached (LGR S/N: 10768627)","Stopped (LGR S/N: 10768627)","End Of File (LGR S/N: 10768627)"
89,08/05/16 07:36:23 AM,6.56,25.70,,,
90,08/05/16 07:51:23 AM,6.57,25.72,,,
91,08/05/16 08:06:23 AM,6.59,25.74,,,
92,08/05/16 08:21:23 AM,6.58,25.76,,,
93,08/05/16 08:36:23 AM,6.58,25.78,,,
94,08/05/16 08:51:23 AM,6.58,25.78,,,
95,08/05/16 09:06:23 AM,6.58,25.80,,,
96,08/05/16 09:21:23 AM,6.58,25.82,,,
97,08/05/16 09:36:23 AM,6.60,25.84,,,
98,08/05/16 09:51:23 AM,6.63,25.86,,,
99,08/05/16 10:06:23 AM,6.64,25.88,,,
100,08/05/16 10:21:23 AM,6.68,25.92,,,
101,08/05/16 10:36:23 AM,6.70,25.96,,,
102,08/05/16 10:51:23 AM,6.78,26.00,,,
103,08/05/16 11:06:23 AM,6.84,26.04,,,
104,08/05/16 11:21:23 AM,6.89,26.10,,,
105,08/05/16 11:36:23 AM,6.93,26.14,,,
106,08/05/16 11:51:23 AM,6.98,26.18,,,
107,08/05/16 12:06:23 PM,7.08,26.24,,,
108,08/05/16 12:21:23 PM,7.09,26.30,,,
109,08/05/16 12:36:23 PM,7.14,26.36,,,
110,08/05/16 12:51:23 PM,7.24,26.52,,,
111,08/05/16 01:06:23 PM,7.31,26.64,,,
112,08/05/16 01:21:23 PM,7.36,26.74,,,
113,08/05/16 01:36:23 PM,7.36,26.82,,,
114,08/05/16 01:51:23 PM,7.33,26.86,,,
115,08/05/16 02:06:23 PM,7.37,26.92,,,
116,08/05/16 02:21:23 PM,7.42,27.02,,,
117,08/05/16 02:36:23 PM,7.41,27.10,,,
118,08/05/16 02:51:23 PM,7.43,27.16,,,
119,08/05/16 03:06:23 PM,7.37,27.16,,,
120,08/05/16 03:21:23 PM,7.36,27.16,,,
121,08/05/16 03:36:23 PM,7.36,27.16,,,
122,08/05/16 03:51:23 PM,7.31,27.14,,,
123,08/05/16 04:06:23 PM,7.27,27.12,,,
124,08/05/16 04:21:23 PM,7.22,27.10,,,
125,08/05/16 04:36:23 PM,7.22,27.10,,,
126,08/05/16 04:51:23 PM,7.18,27.12,,,
127,08/05/16 05:06:23 PM,7.14,27.10,,,
128,08/05/16 05:21:23 PM,7.09,27.08,,,
129,08/05/16 05:36:23 PM,7.06,27.04,,,
130,08/05/16 05:51:23 PM,7.07,26.94,,,
131,08/05/16 06:06:23 PM,7.05,26.90,,,
132,08/05/16 06:21:23 PM,7.01,26.86,,,
133,08/05/16 06:36:23 PM,7.04,26.70,,,
134,08/05/16 06:51:23 PM,7.12,26.40,,,
135,08/05/16 07:06:23 PM,7.11,26.34,,,
136,08/05/16 07:21:23 PM,7.00,26.44,,,
137,08/05/16 07:36:23 PM,6.88,26.54,,,
138,08/05/16 07:51:23 PM,6.81,26.60,,,
139,08/05/16 08:06:23 PM,6.74,26.60,,,
140,08/05/16 08:21:23 PM,6.70,26.58,,,
141,08/05/16 08:36:23 PM,6.64,26.54,,,
142,08/05/16 08:51:23 PM,6.60,26.50,,,
143,08/05/16 09:06:23 PM,6.58,26.46,,,
144,08/05/16 09:21:23 PM,6.56,26.42,,,
145,08/05/16 09:36:23 PM,6.53,26.38,,,
146,08/05/16 09:51:23 PM,6.50,26.36,,,
147,08/05/16 10:06:23 PM,6.47,26.32,,,
148,08/05/16 10:21:23 PM,6.45,26.30,,,
149,08/05/16 10:36:23 PM,6.45,26.26,,,
150,08/05/16 10:51:23 PM,6.43,26.24,,,
151,08/05/16 11:06:23 PM,6.41,26.20,,,
152,08/05/16 11:21:23 PM,6.40,26.18,,,
153,08/05/16 11:36:23 PM,6.38,26.14,,,
154,08/05/16 11:51:23 PM,6.37,26.12,,,
155,08/06/16 12:06:23 AM,6.36,26.08,,,
156,08/06/16 12:21:23 AM,6.35,26.06,,,
157,08/06/16 12:36:23 AM,6.33,26.04,,,
158,08/06/16 12:51:23 AM,6.32,26.02,,,
159,08/06/16 01:06:23 AM,6.29,25.98,,,
160,08/06/16 01:21:23 AM,6.28,25.96,,,
161,08/06/16 01:36:23 AM,6.27,25.92,,,
162,08/06/16 01:51:23 AM,6.25,25.90,,,
163,08/06/16 02:06:23 AM,6.25,25.86,,,
164,08/06/16 02:21:23 AM,6.24,25.84,,,
165,08/06/16 02:36:23 AM,6.23,25.80,,,
166,08/06/16 02:51:23 AM,6.22,25.78,,,
167,08/06/16 03:06:23 AM,6.22,25.74,,,
168,08/06/16 03:21:23 AM,6.21,25.70,,,
169,08/06/16 03:36:23 AM,6.20,25.68,,,
170,08/06/16 03:51:23 AM,6.20,25.64,,,
171,08/06/16 04:06:23 AM,6.20,25.62,,,
172,08/06/16 04:21:23 AM,6.19,25.58,,,
173,08/06/16 04:36:23 AM,6.18,25.56,,,
174,08/06/16 04:51:23 AM,6.17,25.52,,,
175,08/06/16 05:06:23 AM,6.16,25.50,,,
176,08/06/16 05:21:23 AM,6.16,25.48,,,
177,08/06/16 05:36:23 AM,6.16,25.44,,,
178,08/06/16 05:51:23 AM,6.15,25.42,,,
179,08/06/16 06:06:23 AM,6.14,25.40,,,
180,08/06/16 06:21:23 AM,6.14,25.38,,,
181,08/06/16 06:36:23 AM,6.14,25.36,,,
182,08/06/16 06:51:23 AM,6.14,25.36,,,
183,08/06/16 07:06:23 AM,6.14,25.36,,,
184,08/06/16 07:21:23 AM,6.14,25.36,,,
185,08/06/16 07:36:23 AM,6.15,25.36,,,
186,08/06/16 07:51:23 AM,6.17,25.38,,,
187,08/06/16 08:06:23 AM,6.21,25.40,,,
188,08/06/16 08:21:23 AM,6.25,25.44,,,
189,08/06/16 08:36:23 AM,6.32,25.48,,,
190,08/06/16 08:51:23 AM,6.37,25.52,,,
191,08/06/16 09:06:23 AM,6.41,25.58,,,
192,08/06/16 09:21:23 AM,6.50,25.64,,,
193,08/06/16 09:36:23 AM,6.57,25.74,,,
194,08/06/16 09:51:23 AM,6.65,25.84,,,
195,08/06/16 10:06:23 AM,6.71,25.98,,,
196,08/06/16 10:21:23 AM,6.80,26.12,,,
197,08/06/16 10:36:23 AM,6.86,26.24,,,
198,08/06/16 10:51:23 AM,6.92,26.38,,,
199,08/06/16 11:06:23 AM,6.98,26.50,,,
200,08/06/16 11:21:23 AM,7.04,26.62,,,
201,08/06/16 11:36:23 AM,7.09,26.74,,,
202,08/06/16 11:51:23 AM,7.13,26.88,,,
203,08/06/16 12:06:23 PM,7.18,27.02,,,
204,08/06/16 12:21:23 PM,7.24,27.14,,,
205,08/06/16 12:36:23 PM,7.28,27.26,,,
206,08/06/16 12:51:23 PM,7.28,27.36,,,
207,08/06/16 01:06:23 PM,7.32,27.46,,,
208,08/06/16 01:21:23 PM,7.34,27.56,,,
209,08/06/16 01:36:23 PM,7.35,27.64,,,
210,08/06/16 01:51:23 PM,7.36,27.74,,,
211,08/06/16 02:06:23 PM,7.37,27.80,,,
212,08/06/16 02:21:23 PM,7.35,27.86,,,
213,08/06/16 02:36:23 PM,7.35,27.92,,,
214,08/06/16 02:51:23 PM,7.35,27.98,,,
215,08/06/16 03:06:23 PM,7.34,28.04,,,
216,08/06/16 03:21:23 PM,7.35,28.10,,,
217,08/06/16 03:36:23 PM,7.33,28.14,,,
218,08/06/16 03:51:23 PM,7.32,28.16,,,
219,08/06/16 04:06:23 PM,7.27,28.18,,,
220,08/06/16 04:21:23 PM,7.26,28.20,,,
221,08/06/16 04:36:23 PM,7.22,28.22,,,
222,08/06/16 04:51:23 PM,7.18,28.22,,,
223,08/06/16 05:06:23 PM,7.13,28.24,,,
224,08/06/16 05:21:23 PM,7.10,28.24,,,
225,08/06/16 05:36:23 PM,7.04,28.24,,,
226,08/06/16 05:51:23 PM,6.98,28.24,,,
227,08/06/16 06:06:23 PM,6.94,28.26,,,
228,08/06/16 06:21:23 PM,6.89,28.24,,,
229,08/06/16 06:36:23 PM,6.80,28.24,,,
230,08/06/16 06:51:23 PM,6.74,28.24,,,
231,08/06/16 07:06:23 PM,6.66,28.22,,,
232,08/06/16 07:21:23 PM,6.58,28.20,,,
233,08/06/16 07:36:23 PM,6.51,28.18,,,
234,08/06/16 07:51:23 PM,6.46,28.14,,,
235,08/06/16 08:06:23 PM,6.38,28.12,,,
236,08/06/16 08:21:23 PM,6.32,28.10,,,
237,08/06/16 08:36:23 PM,6.26,28.06,,,
238,08/06/16 08:51:23 PM,6.22,28.02,,,
239,08/06/16 09:06:23 PM,6.18,28.00,,,
240,08/06/16 09:21:23 PM,6.14,27.96,,,
241,08/06/16 09:36:23 PM,6.10,27.94,,,
242,08/06/16 09:51:23 PM,6.06,27.92,,,
243,08/06/16 10:06:23 PM,6.04,27.90,,,
244,08/06/16 10:21:23 PM,6.03,27.88,,,
245,08/06/16 10:36:23 PM,5.99,27.84,,,
246,08/06/16 10:51:23 PM,5.99,27.84,,,
247,08/06/16 11:06:23 PM,5.97,27.82,,,
248,08/06/16 11:21:23 PM,5.94,27.80,,,
249,08/06/16 11:36:23 PM,5.92,27.78,,,
250,08/06/16 11:51:23 PM,5.91,27.74,,,
251,08/07/16 12:06:23 AM,5.89,27.72,,,
252,08/07/16 12:21:23 AM,5.89,27.68,,,
253,08/07/16 12:36:23 AM,5.86,27.64,,,
254,08/07/16 12:51:23 AM,5.84,27.60,,,
255,08/07/16 01:06:23 AM,5.82,27.56,,,
256,08/07/16 01:21:23 AM,5.83,27.50,,,
257,08/07/16 01:36:23 AM,5.83,27.46,,,
258,08/07/16 01:51:23 AM,5.83,27.42,,,
259,08/07/16 02:06:23 AM,5.84,27.36,,,
260,08/07/16 02:21:23 AM,5.87,27.30,,,
261,08/07/16 02:36:23 AM,5.87,27.26,,,
262,08/07/16 02:51:23 AM,5.85,27.20,,,
263,08/07/16 03:06:23 AM,5.67,27.16,,,
264,08/07/16 03:21:23 AM,5.84,27.12,,,
265,08/07/16 03:36:23 AM,5.84,27.06,,,
266,08/07/16 03:51:23 AM,5.83,26.98,,,
267,08/07/16 04:06:23 AM,5.82,26.90,,,
268,08/07/16 04:21:23 AM,5.82,26.84,,,
269,08/07/16 04:36:23 AM,5.81,26.78,,,
270,08/07/16 04:51:23 AM,5.82,26.72,,,
271,08/07/16 05:06:23 AM,5.82,26.66,,,
272,08/07/16 05:21:23 AM,5.84,26.60,,,
273,08/07/16 05:36:23 AM,5.84,26.54,,,
274,08/07/16 05:51:23 AM,5.85,26.50,,,
275,08/07/16 06:06:23 AM,5.83,26.46,,,
276,08/07/16 06:21:23 AM,5.82,26.44,,,
277,08/07/16 06:36:23 AM,5.81,26.40,,,
278,08/07/16 06:51:23 AM,5.79,26.38,,,
279,08/07/16 07:06:23 AM,5.80,26.36,,,
280,08/07/16 07:21:23 AM,5.81,26.36,,,
281,08/07/16 07:36:23 AM,5.83,26.34,,,
282,08/07/16 07:51:23 AM,5.85,26.32,,,
283,08/07/16 08:06:23 AM,5.88,26.32,,,
284,08/07/16 08:21:23 AM,5.91,26.32,,,
285,08/07/16 08:36:23 AM,5.97,26.34,,,
286,08/07/16 08:51:23 AM,6.02,26.34,,,
287,08/07/16 09:06:23 AM,6.06,26.36,,,
288,08/07/16 09:21:23 AM,6.11,26.38,,,
289,08/07/16 09:36:23 AM,6.14,26.42,,,
290,08/07/16 09:51:23 AM,6.21,26.44,,,
291,08/07/16 10:06:23 AM,6.26,26.46,,,
292,08/07/16 10:21:23 AM,6.30,26.48,,,
293,08/07/16 10:36:23 AM,6.35,26.50,,,
294,08/07/16 10:51:23 AM,6.40,26.52,,,
295,08/07/16 11:06:23 AM,6.41,26.54,,,
296,08/07/16 11:21:23 AM,6.45,26.56,,,
297,08/07/16 11:36:23 AM,6.46,26.60,,,
298,08/07/16 11:51:23 AM,6.50,26.62,,,
299,08/07/16 12:06:23 PM,6.47,26.62,,,
300,08/07/16 12:21:23 PM,6.51,26.62,,,
301,08/07/16 12:36:23 PM,6.55,26.64,,,
302,08/07/16 12:51:23 PM,6.69,26.76,,,
303,08/07/16 01:06:23 PM,6.76,26.88,,,
304,08/07/16 01:21:23 PM,6.87,27.00,,,
305,08/07/16 01:36:23 PM,6.91,27.04,,,
306,08/07/16 01:51:23 PM,6.90,27.10,,,
307,08/07/16 02:06:23 PM,6.94,27.12,,,
308,08/07/16 02:21:23 PM,6.97,27.18,,,
309,08/07/16 02:36:23 PM,7.00,27.32,,,
310,08/07/16 02:51:23 PM,7.07,27.44,,,
311,08/07/16 03:06:23 PM,7.05,27.54,,,
312,08/07/16 03:21:23 PM,7.07,27.60,,,
313,08/07/16 03:36:23 PM,7.05,27.64,,,
314,08/07/16 03:51:23 PM,6.98,27.64,,,
315,08/07/16 04:06:23 PM,6.95,27.64,,,
316,08/07/16 04:21:23 PM,6.95,27.64,,,
317,08/07/16 04:36:23 PM,6.90,27.66,,,
318,08/07/16 04:51:23 PM,6.87,27.66,,,
319,08/07/16 05:06:23 PM,6.82,27.66,,,
320,08/07/16 05:21:23 PM,6.75,27.66,,,
321,08/07/16 05:36:23 PM,6.77,27.64,,,
322,08/07/16 05:51:23 PM,6.71,27.62,,,
323,08/07/16 06:06:23 PM,6.66,27.58,,,
324,08/07/16 06:21:23 PM,6.60,27.54,,,
325,08/07/16 06:36:23 PM,6.58,27.50,,,
326,08/07/16 06:51:23 PM,6.53,27.46,,,
327,08/07/16 07:06:23 PM,6.46,27.42,,,
328,08/07/16 07:21:23 PM,6.42,27.36,,,
329,08/07/16 07:36:23 PM,6.35,27.32,,,
330,08/07/16 07:51:23 PM,6.25,27.26,,,
331,08/07/16 08:06:23 PM,6.23,27.22,,,
332,08/07/16 08:21:23 PM,6.18,27.18,,,
333,08/07/16 08:36:23 PM,6.11,27.14,,,
334,08/07/16 08:51:23 PM,6.08,27.10,,,
335,08/07/16 09:06:23 PM,6.04,27.06,,,
336,08/07/16 09:21:23 PM,6.00,27.04,,,
337,08/07/16 09:36:23 PM,5.97,27.00,,,
338,08/07/16 09:51:23 PM,5.93,26.96,,,
339,08/07/16 10:06:23 PM,5.90,26.94,,,
340,08/07/16 10:21:23 PM,5.90,26.92,,,
341,08/07/16 10:36:23 PM,5.85,26.90,,,
342,08/07/16 10:51:23 PM,5.82,26.88,,,
343,08/07/16 11:06:23 PM,5.82,26.86,,,
344,08/07/16 11:21:23 PM,5.79,26.84,,,
345,08/07/16 11:36:23 PM,5.78,26.82,,,
346,08/07/16 11:51:23 PM,5.74,26.80,,,
347,08/08/16 12:06:23 AM,5.69,26.78,,,
348,08/08/16 12:21:23 AM,5.67,26.76,,,
349,08/08/16 12:36:23 AM,5.70,26.74,,,
350,08/08/16 12:51:23 AM,5.69,26.70,,,
351,08/08/16 01:06:23 AM,5.64,26.68,,,
352,08/08/16 01:21:23 AM,5.65,26.66,,,
353,08/08/16 01:36:23 AM,5.63,26.62,,,
354,08/08/16 01:51:23 AM,5.60,26.60,,,
355,08/08/16 02:06:23 AM,5.58,26.58,,,
356,08/08/16 02:21:23 AM,5.58,26.56,,,
357,08/08/16 02:36:23 AM,5.67,26.52,,,
358,08/08/16 02:51:23 AM,5.65,26.50,,,
359,08/08/16 03:06:23 AM,5.68,26.48,,,
360,08/08/16 03:21:23 AM,5.69,26.46,,,
361,08/08/16 03:36:23 AM,5.68,26.42,,,
362,08/08/16 03:51:23 AM,5.70,26.32,,,
363,08/08/16 04:06:23 AM,5.73,26.20,,,
364,08/08/16 04:21:23 AM,5.73,26.14,,,
365,08/08/16 04:36:23 AM,5.69,26.10,,,
366,08/08/16 04:51:23 AM,5.62,26.10,,,
367,08/08/16 05:06:23 AM,5.60,26.08,,,
368,08/08/16 05:21:23 AM,5.60,26.08,,,
369,08/08/16 05:36:23 AM,5.56,26.06,,,
370,08/08/16 05:51:23 AM,5.55,26.04,,,
371,08/08/16 06:06:23 AM,5.56,26.02,,,
372,08/08/16 06:21:23 AM,5.53,26.02,,,
373,08/08/16 06:36:23 AM,5.51,25.98,,,
374,08/08/16 06:51:23 AM,5.54,25.96,,,
375,08/08/16 07:06:23 AM,5.52,25.94,,,
376,08/08/16 07:21:23 AM,5.52,25.92,,,
377,08/08/16 07:36:23 AM,5.53,25.88,,,
378,08/08/16 07:51:23 AM,5.54,25.88,,,
379,08/08/16 08:06:23 AM,5.54,25.88,,,
380,08/08/16 08:21:23 AM,5.60,25.88,,,
381,08/08/16 08:36:23 AM,5.62,25.88,,,
382,08/08/16 08:51:23 AM,5.64,25.88,,,
383,08/08/16 09:06:23 AM,5.68,25.90,,,
384,08/08/16 09:21:23 AM,5.69,25.90,,,
385,08/08/16 09:36:23 AM,5.78,25.92,,,
386,08/08/16 09:51:23 AM,5.83,25.96,,,
387,08/08/16 10:06:23 AM,5.82,25.98,,,
388,08/08/16 10:21:23 AM,5.88,26.00,,,
389,08/08/16 10:36:23 AM,5.88,26.04,,,
390,08/08/16 10:51:23 AM,5.93,26.06,,,
391,08/08/16 11:06:23 AM,5.99,26.06,,,
392,08/08/16 11:21:23 AM,6.00,26.10,,,
393,08/08/16 11:36:23 AM,6.09,26.14,,,
394,08/08/16 11:51:23 AM,6.09,26.22,,,
395,08/08/16 12:06:23 PM,6.19,26.32,,,
396,08/08/16 12:21:23 PM,6.25,26.40,,,
397,08/08/16 12:36:23 PM,6.26,26.44,,,
398,08/08/16 12:51:23 PM,6.24,26.52,,,
399,08/08/16 01:06:23 PM,6.32,26.60,,,
400,08/08/16 01:21:23 PM,6.40,26.68,,,
401,08/08/16 01:36:23 PM,6.47,26.78,,,
402,08/08/16 01:51:23 PM,6.51,26.86,,,
403,08/08/16 02:06:23 PM,6.44,26.88,,,
404,08/08/16 02:21:23 PM,6.38,26.90,,,
405,08/08/16 02:36:23 PM,6.34,26.88,,,
406,08/08/16 02:51:23 PM,6.47,26.86,,,
407,08/08/16 03:06:23 PM,6.42,26.84,,,
408,08/08/16 03:21:23 PM,6.50,26.84,,,
409,08/08/16 03:36:23 PM,6.51,26.88,,,
410,08/08/16 03:51:23 PM,6.51,26.92,,,
411,08/08/16 04:06:23 PM,6.35,26.96,,,
412,08/08/16 04:21:23 PM,6.43,27.00,,,
413,08/08/16 04:36:23 PM,6.27,26.98,,,
414,08/08/16 04:51:23 PM,6.38,26.94,,,
415,08/08/16 05:06:23 PM,6.33,26.90,,,
416,08/08/16 05:21:23 PM,6.32,26.84,,,
417,08/08/16 05:36:23 PM,6.33,26.76,,,
418,08/08/16 05:51:23 PM,6.37,26.62,,,
419,08/08/16 06:06:23 PM,6.39,26.52,,,
420,08/08/16 06:21:23 PM,6.36,26.44,,,
421,08/08/16 06:36:23 PM,6.26,26.40,,,
422,08/08/16 06:51:23 PM,6.27,26.38,,,
423,08/08/16 07:06:23 PM,6.19,26.38,,,
424,08/08/16 07:21:23 PM,6.17,26.36,,,
425,08/08/16 07:36:23 PM,6.08,26.34,,,
426,08/08/16 07:51:23 PM,6.00,26.32,,,
427,08/08/16 08:06:23 PM,5.94,26.30,,,
428,08/08/16 08:21:23 PM,5.89,26.26,,,
429,08/08/16 08:36:23 PM,5.85,26.24,,,
430,08/08/16 08:51:23 PM,5.83,26.22,,,
431,08/08/16 09:06:23 PM,5.76,26.22,,,
432,08/08/16 09:21:23 PM,5.70,26.20,,,
433,08/08/16 09:36:23 PM,5.67,26.18,,,
434,08/08/16 09:51:23 PM,5.61,26.18,,,
435,08/08/16 10:06:23 PM,5.60,26.16,,,
436,08/08/16 10:21:23 PM,5.56,26.16,,,
437,08/08/16 10:36:23 PM,5.58,26.14,,,
438,08/08/16 10:51:23 PM,5.68,26.12,,,
439,08/08/16 11:06:23 PM,5.74,26.08,,,
440,08/08/16 11:21:23 PM,5.90,26.08,,,
441,08/08/16 11:36:23 PM,5.96,26.08,,,
442,08/08/16 11:51:23 PM,5.96,26.04,,,
443,08/09/16 12:06:23 AM,6.11,25.88,,,
444,08/09/16 12:21:23 AM,6.20,25.80,,,
445,08/09/16 12:36:23 AM,6.18,25.78,,,
446,08/09/16 12:51:23 AM,6.17,25.76,,,
447,08/09/16 01:06:23 AM,6.15,25.72,,,
448,08/09/16 01:21:23 AM,6.11,25.68,,,
449,08/09/16 01:36:23 AM,6.08,25.66,,,
450,08/09/16 01:51:23 AM,6.01,25.66,,,
451,08/09/16 02:06:23 AM,5.98,25.70,,,
452,08/09/16 02:21:23 AM,5.96,25.74,,,
453,08/09/16 02:36:23 AM,5.93,25.78,,,
454,08/09/16 02:51:23 AM,5.92,25.82,,,
455,08/09/16 03:06:23 AM,5.91,25.84,,,
456,08/09/16 03:21:23 AM,5.88,25.86,,,
457,08/09/16 03:36:23 AM,5.87,25.90,,,
458,08/09/16 03:51:23 AM,5.86,25.92,,,
459,08/09/16 04:06:23 AM,5.84,25.94,,,
460,08/09/16 04:21:23 AM,5.82,25.94,,,
461,08/09/16 04:36:23 AM,5.83,25.96,,,
462,08/09/16 04:51:23 AM,5.81,25.96,,,
463,08/09/16 05:06:23 AM,5.82,25.96,,,
464,08/09/16 05:21:23 AM,5.83,25.96,,,
465,08/09/16 05:36:23 AM,5.81,25.96,,,
466,08/09/16 05:51:23 AM,5.80,25.94,,,
467,08/09/16 06:06:23 AM,5.80,25.92,,,
468,08/09/16 06:21:23 AM,5.79,25.92,,,
469,08/09/16 06:36:23 AM,5.78,25.90,,,
470,08/09/16 06:51:23 AM,5.78,25.88,,,
471,08/09/16 07:06:23 AM,5.79,25.88,,,
472,08/09/16 07:21:23 AM,5.76,25.88,,,
473,08/09/16 07:36:23 AM,5.78,25.88,,,
474,08/09/16 07:51:23 AM,5.81,25.88,,,
475,08/09/16 08:06:23 AM,5.83,25.88,,,
476,08/09/16 08:21:23 AM,5.86,25.90,,,
477,08/09/16 08:36:23 AM,5.91,25.92,,,
478,08/09/16 08:51:23 AM,5.94,25.96,,,
479,08/09/16 09:06:23 AM,6.03,26.02,,,
480,08/09/16 09:21:23 AM,6.08,26.06,,,
481,08/09/16 09:36:23 AM,6.12,26.12,,,
482,08/09/16 09:51:23 AM,6.18,26.20,,,
483,08/09/16 10:06:23 AM,6.23,26.28,,,
484,08/09/16 10:21:23 AM,6.26,26.38,,,
485,08/09/16 10:36:23 AM,6.29,26.48,,,
486,08/09/16 10:51:23 AM,6.35,26.58,,,
487,08/09/16 11:06:23 AM,6.41,26.72,,,
488,08/09/16 11:21:23 AM,6.47,26.84,,,
489,08/09/16 11:36:23 AM,6.50,26.94,,,
